대표감정,세부감정,대화,text,rep_emotion
심심,적당함,기분이 나쁘지도 좋지도 않아  ,,
심심,적당함,그냥 적당히 평온한 하루야  ,,
심심,적당함,오늘은 모든 게 딱 평균이야  ,,
심심,적당함,딱히 특별할 건 없었어  ,,
심심,적당함,오늘은 그냥 무난하게 보냈어  ,,
심심,적당함,기분이 딱 중간이라 편하네  ,,
심심,적당함,그냥 적당히 괜찮은 하루였어  ,,
심심,적당함,오늘은 과하지 않게 조용했어  ,,
심심,적당함,그냥 적당히 심심한 하루야  ,,
심심,적당함,딱히 피곤하지도 않아서 좋았어  ,,
심심,적당함,오늘은 적당히 조용하고 괜찮았어  ,,
심심,적당함,그냥 평범하게 하루가 흘러갔어  ,,
심심,적당함,오늘은 딱히 기억에 남는 게 없네  ,,
심심,적당함,적당히 심심하고 적당히 편해  ,,
심심,적당함,오늘은 딱 적당한 하루였어  ,,
심심,적당함,기분이 과하지 않아서 좋아  ,,
심심,적당함,그냥 적당히 웃고 넘긴 하루야  ,,
심심,적당함,오늘은 무던하게 하루가 갔어  ,,
심심,적당함,딱히 감정의 기복이 없었어  ,,
심심,적당함,그냥 평소처럼 적당히 보냈어  ,,
심심,적당함,오늘은 기분이 차분했어  ,,
심심,적당함,적당히 할 일도 있고 괜찮았어  ,,
심심,적당함,그냥 무난한 하루야  ,,
심심,적당함,오늘은 딱히 피곤하지도 않았어  ,,
심심,적당함,적당히 재밌는 일도 있었어  ,,
심심,적당함,그냥 아무렇지 않게 하루가 갔어  ,,
심심,적당함,오늘은 너무 조용하지도 않았어  ,,
심심,적당함,적당히 웃고 적당히 쉬었어  ,,
심심,적당함,그냥 평범한 하루였어  ,,
심심,적당함,오늘은 적당히 여유로웠어  ,,
심심,적당함,딱히 나쁘지 않은 하루야  ,,
심심,적당함,오늘은 그냥 적당히 괜찮네  ,,
심심,적당함,기분이 적당히 안정적이야  ,,
심심,적당함,그냥 무던하게 하루를 보냈어  ,,
심심,적당함,오늘은 특별히 감정기복이 없었어  ,,
심심,적당함,적당히 피곤하고 적당히 여유로워  ,,
심심,적당함,그냥 평온한 하루였어  ,,
심심,적당함,오늘은 딱히 큰 일은 없었어  ,,
심심,적당함,그냥 적당히 편한 하루였어  ,,
심심,적당함,오늘은 나쁘지도 좋지도 않았어  ,,
심심,적당함,그냥 무난하게 하루를 마무리했어  ,,
심심,적당함,적당히 할 일 하고 쉬었어  ,,
심심,적당함,오늘은 그냥 차분하게 보냈어  ,,
심심,적당함,그냥 적당히 흘러간 하루야  ,,
심심,적당함,오늘은 딱히 감정이 움직이지 않았어  ,,
심심,적당함,적당히 조용해서 좋았어  ,,
심심,적당함,그냥 별다를 것 없는 하루야  ,,
심심,적당함,오늘은 평범하게 지나갔어  ,,
심심,적당함,적당히 심심해서 오히려 편해  ,,
심심,적당함,그냥 하루가 자연스럽게 지나갔어  ,,
심심,적당함,오늘은 딱 적당히 좋았어  ,,
심심,적당함,기분이 편하고 안정돼 있어  ,,
심심,적당함,그냥 적당히 웃고 넘겼어  ,,
심심,적당함,오늘은 무던하게 지나갔네  ,,
심심,적당함,딱히 신경 쓸 일은 없었어  ,,
심심,적당함,그냥 적당히 여유 있는 하루였어  ,,
심심,적당함,오늘은 감정이 잔잔했어  ,,
심심,적당함,적당히 만족스러운 하루야  ,,
심심,적당함,그냥 조용히 하루가 갔어  ,,
심심,적당함,오늘은 큰일 없이 편했어  ,,
심심,적당함,적당히 심심하고 괜찮았어  ,,
심심,적당함,그냥 평온하게 하루를 보냈어  ,,
심심,적당함,오늘은 그저 그런 하루야  ,,
심심,적당함,적당히 기분 좋은 하루였어  ,,
심심,적당함,그냥 하루가 무난하게 흘러갔어  ,,
심심,적당함,오늘은 딱히 감정이 요동치지 않았어  ,,
심심,적당함,적당히 바쁘고 적당히 쉬었어  ,,
심심,적당함,그냥 일상적인 하루였어  ,,
심심,적당함,오늘은 무던하게 보냈어  ,,
심심,적당함,딱히 특별할 게 없었어  ,,
심심,적당함,그냥 적당히 기분이 좋았어  ,,
심심,적당함,오늘은 평범하게 괜찮았어  ,,
심심,적당함,적당히 심심해서 오히려 좋았어  ,,
심심,적당함,그냥 아무 일 없이 하루가 지나갔어  ,,
심심,적당함,오늘은 조용히 하루를 정리했어  ,,
심심,적당함,적당히 피곤한 하루였어  ,,
심심,적당함,그냥 감정이 차분한 하루야  ,,
심심,적당함,오늘은 무던하게 하루를 마쳤어  ,,
심심,적당함,적당히 여유 있는 하루였어  ,,
심심,적당함,그냥 딱 적당한 하루야  ,,
심심,적당함,오늘은 평소랑 비슷했어  ,,
심심,적당함,적당히 웃고 적당히 쉬었어  ,,
심심,적당함,그냥 별 감정 없는 하루야  ,,
심심,적당함,오늘은 무난하게 지냈어  ,,
심심,적당함,적당히 조용하고 편했어  ,,
심심,적당함,그냥 하루가 흘러갔어  ,,
심심,적당함,오늘은 감정이 안정된 하루야  ,,
심심,적당함,적당히 피곤하지만 괜찮았어  ,,
심심,적당함,그냥 평온하게 하루를 마무리했어  ,,
심심,적당함,오늘은 무던하게 흘러갔어  ,,
심심,적당함,적당히 심심하고 적당히 만족했어  ,,
심심,적당함,그냥 평범하게 하루가 지나갔어  ,,
심심,적당함,오늘은 딱히 감정의 변화가 없었어  ,,
심심,적당함,적당히 심심한 게 오히려 안정돼  ,,
심심,적당함,그냥 일상적인 하루로 충분해  ,,
심심,적당함,오늘은 편안하게 지나갔어  ,,
심심,적당함,적당히 기분 좋은 하루였어  ,,
심심,적당함,그냥 무난하게 하루를 보냈어  ,,
심심,적당함,오늘은 그저 그런 하루야  ,,
심심,적당함,적당히 심심하고 적당히 평화로워  ,,
심심,적당함,그냥 조용한 하루였어  ,,
심심,적당함,오늘은 평범하게 끝났어  ,,
불안,걱정,혹시 내가 잘못한 건 없을까? 밤새도록 잠을 못 잤어.,,
불안,걱정,내일 있을 발표가 너무 떨려서 손에 땀이 나.,,
불안,걱정,그 사람이 아직 연락이 없어. 무슨 일 생긴 건 아닐까?,,
불안,걱정,앞으로 일이 어떻게 될지 전혀 모르겠어서 답답해.,,
불안,걱정,나는 왜 이렇게 매사에 조심성이 많은 걸까?,,
불안,걱정,혹시라도 내 실수가 큰 문제를 일으킬까 봐 두려워.,,
불안,걱정,지금 하고 있는 일이 제대로 흘러가고 있는 건지 모르겠어.,,
불안,걱정,이대로 시간이 계속 흐르면 안 될 것 같은 기분이 들어.,,
불안,걱정,사람들의 시선이 온통 나에게 쏠린 것 같아 심장이 떨려.,,
불안,걱정,내 건강에 이상이 있는 건 아닌지 자꾸만 신경 쓰여.,,
불안,걱정,내가 이 중요한 기회를 놓치게 될까 봐 노심초사하고 있어.,,
불안,걱정,괜히 긁어 부스럼 만드는 건 아닌지 조심스러워.,,
불안,걱정,혹시 나 때문에 다른 사람들에게 피해가 갈까 봐 염려돼.,,
불안,걱정,내 미래가 불투명해서 아무것도 결정할 수가 없어.,,
불안,걱정,이 상황을 나 혼자서 감당할 수 있을지 모르겠어.,,
불안,걱정,일이 터질 것 같아서 숨쉬기도 힘든 기분이야.,,
불안,걱정,어쩐지 오늘 하루 종일 마음이 무겁고 불편해.,,
불안,걱정,혹시 내가 오해를 산 건 아닐까? 자꾸만 되짚어보게 돼.,,
불안,걱정,예상치 못한 지출이 생길까 봐 돈 쓰는 게 무서워.,,
불안,걱정,이젠 더 이상 누구도 믿을 수 없을 것 같아.,,
불안,걱정,혹시나 내 노력이 헛수고가 될까 봐 너무 두려워.,,
불안,걱정,마음이 급해서 자꾸만 실수를 하게 돼.,,
불안,걱정,이대로 모든 것이 끝나버릴 것 같은 불길한 예감이 들어.,,
불안,걱정,괜히 나서서 일을 망치는 건 아닌지 망설여져.,,
불안,걱정,나는 늘 최악의 상황만 가정하게 돼.,,
불안,걱정,혹시 중요한 사실을 내가 놓친 건 아닐까?,,
불안,걱정,내일 아침에 눈 뜨기가 무서울 정도로 초조해.,,
불안,걱정,주변 사람들이 나를 어떻게 생각할지 자꾸 신경 쓰여.,,
불안,걱정,나의 실수가 모두에게 알려질까 봐 숨이 막혀.,,
불안,걱정,이젠 모든 것을 포기하고 싶은 심정이야.,,
불안,걱정,혹시라도 내 가족에게 무슨 일 생길까 봐 마음이 아파.,,
불안,걱정,내가 충분히 잘하고 있는 건지 알 수가 없어.,,
불안,걱정,이 복잡한 문제의 끝이 보이질 않아서 답답해.,,
불안,걱정,나는 늘 다른 사람의 눈치를 보게 돼.,,
불안,걱정,혹시 지금 내가 잘못된 길을 가고 있는 건 아닐까?,,
불안,걱정,작은 소음에도 깜짝깜짝 놀랄 정도로 예민해졌어.,,
불안,걱정,모든 것이 내 뜻대로 되지 않을까 봐 마음이 괴로워.,,
불안,걱정,내가 가진 것을 잃게 될까 봐 두려워서 잠이 안 와.,,
불안,걱정,이젠 아무도 나를 도와주지 않을 것 같다는 생각이 들어.,,
불안,걱정,혹시 내가 이 상황을 악화시킨 건 아닌지 후회돼.,,
불안,걱정,내일 아침에 받을 연락이 너무 무서워서 전화기를 보지 못하겠어.,,
불안,걱정,나는 늘 완벽해야 한다는 강박에 시달려.,,
불안,걱정,내 노력이 충분하지 않다고 느껴져서 초조해.,,
불안,걱정,이젠 모든 것을 내려놓고 도망가고 싶어.,,
불안,걱정,혹시 내가 말실수를 한 건 아닐까? 자꾸 곱씹게 돼.,,
불안,걱정,내 마음이 시키는 대로 행동할 수가 없어.,,
불안,걱정,이젠 작은 일에도 크게 좌절하게 돼.,,
불안,걱정,내가 가진 재능이 부족할까 봐 항상 마음이 불편해.,,
불안,걱정,이 문제가 결국 나에게 불리하게 작용할 것 같아.,,
불안,걱정,혹시 내가 감당할 수 없는 결과를 맞이하게 될까 봐.,,
불안,걱정,내 주변 사람들이 나에게 실망할까 봐 두려워.,,
불안,걱정,이젠 더 이상 버틸 힘이 남아있지 않은 것 같아.,,
불안,걱정,다음 주 약속을 취소해야 하는 건 아닌지 망설여져.,,
불안,걱정,내가 원했던 것과 다른 결과가 나올까 봐 떨려.,,
불안,걱정,이젠 내 자신을 믿지 못하겠어.,,
불안,걱정,혹시 내가 이 일을 감당할 능력이 없는 건 아닐까?,,
불안,걱정,모든 것이 엉망이 될까 봐 미리 포기하고 싶어져.,,
불안,걱정,내일의 날씨마저도 나에게 불리할 것 같아.,,
불안,걱정,나는 늘 최악의 시나리오만 머릿속에 그려.,,
불안,걱정,혹시 내가 잘못된 결정을 내린 건 아닌지 후회돼.,,
불안,걱정,이젠 더 이상 남에게 의지할 수도 없어.,,
불안,걱정,내 마음이 이렇게 시끄러워서 아무것도 집중할 수가 없어.,,
불안,걱정,이젠 작은 실패에도 크게 무너질 것 같아.,,
불안,걱정,내가 가진 것들이 언젠가 사라질까 봐 두려워.,,
불안,걱정,이 상황을 벗어날 방법을 도저히 모르겠어.,,
불안,걱정,혹시 내 주변 사람들이 나를 떠날까 봐 무서워.,,
불안,걱정,이젠 모든 것이 나에게 불리하게 돌아가는 것 같아.,,
불안,걱정,나는 늘 나 자신을 끊임없이 의심하게 돼.,,
불안,걱정,내일 있을 일 때문에 오늘을 제대로 즐길 수가 없어.,,
불안,걱정,혹시 내가 이 자리에 어울리지 않는 건 아닐까?,,
불안,걱정,이젠 아무도 나의 진심을 알아주지 않을 것 같아.,,
불안,걱정,내 삶이 이렇게 불확실할 줄은 몰랐어.,,
불안,걱정,이젠 모든 것을 다시 처음부터 시작해야 하는 건 아닌지.,,
불안,걱정,내가 가진 것이 모두 거짓인 것 같아 두려워.,,
불안,걱정,이 작은 문제가 점점 더 커질까 봐 두려워.,,
불안,걱정,혹시 나 때문에 모두가 피해를 보는 건 아닐까?,,
불안,걱정,이젠 더 이상 누구에게도 솔직할 수 없을 것 같아.,,
불안,걱정,내일의 결과가 너무 끔찍할까 봐 생각조차 하기 싫어.,,
불안,걱정,이젠 내 인생에 좋은 일이 없을 것 같다는 절망감이 들어.,,
불안,걱정,내가 상상했던 것과 전혀 다른 현실에 직면할까 봐.,,
불안,걱정,혹시 내가 잘못된 정보를 가지고 있는 건 아닐까?,,
불안,걱정,이젠 모든 것을 완벽하게 통제하고 싶은 마음뿐이야.,,
불안,걱정,내 마음의 평화가 완전히 깨져버린 것 같아.,,
불안,걱정,나는 늘 사람들의 기대에 미치지 못할까 봐 초조해.,,
불안,걱정,이젠 내 삶의 모든 부분이 다 불만족스러워.,,
불안,걱정,혹시 내가 이 상황을 돌이킬 수 없을 만큼 망친 건 아닐까?,,
불안,걱정,이젠 더 이상 내 감정을 조절할 수가 없어.,,
불안,걱정,내일 아침 해가 뜨는 게 무서워. 시간이 멈췄으면 좋겠어.,,
불안,걱정,이젠 나 혼자 감당해야 할 짐이 너무 무거워.,,
불안,걱정,혹시 내가 이 일에 대해 너무 안일하게 생각한 건 아닌지.,,
불안,걱정,이젠 어떤 것도 나에게 위안이 되지 않아.,,
불안,걱정,내 삶의 모든 것이 위태로운 줄타기 같아.,,
불안,걱정,이젠 작은 바람에도 크게 흔들릴 것 같아.,,
불안,걱정,내가 가진 모든 것을 잃어버릴까 봐 두려워.,,
불안,걱정,이 문제가 해결되지 않으면 나는 영원히 불행할 거야.,,
불안,걱정,혹시 내가 무언가를 잘못 해석한 건 아닐까?,,
불안,걱정,이젠 아무도 나의 불안감을 이해해주지 않을 것 같아.,,
불안,걱정,내일이 오는 것 자체가 나에게는 큰 시련이야.,,
불안,걱정,이젠 이 모든 것을 끝내고 싶다는 생각뿐이야.,,
불안,걱정,혹시라도 내가 틀린 선택을 할까 봐 모든 것이 두려워.,,
불안,초조,왜 이렇게 연락이 안 오는 거야? 시계만 계속 보게 되네.,,
불안,초조,가만히 앉아 있지를 못하겠어. 자꾸만 몸을 움직이게 돼.,,
불안,초조,시간이 너무 느리게 가는 것 같아 미칠 지경이야.,,
불안,초조,곧 마감인데 아직 시작도 못 했어. 손이 떨린다.,,
불안,초조,심장이 너무 빨리 뛰어서 숨쉬기가 힘들어.,,
불안,초조,문 앞에서 누가 나를 기다리는 것 같아서 안절부절못하고 있어.,,
불안,초조,결과가 나오기 직전이라 머릿속이 새하얗게 비었어.,,
불안,초조,지금 당장 뭔가 해야 할 것 같은데 뭘 해야 할지 모르겠어.,,
불안,초조,일이 제대로 진행되고 있는 건지 확인하고 싶어서 미치겠다.,,
불안,초조,내일이 너무 빨리 왔으면 좋겠으면서도 무서워.,,
불안,초조,손톱을 물어뜯는 버릇이 자꾸 나와서 멈출 수가 없어.,,
불안,초조,빨리 이 상황이 끝나버렸으면 좋겠어. 견딜 수가 없다.,,
불안,초조,혹시 내가 뭔가 중요한 걸 놓친 건 아닐까 계속 뒤적여보게 돼.,,
불안,초조,가슴이 답답해서 자꾸 심호흡을 하게 된다.,,
불안,초조,대기실에서 내 이름이 불리기 직전의 그 긴장감이 최악이야.,,
불안,초조,지금 이 순간이 영원처럼 느껴져서 미치겠어.,,
불안,초조,전화벨만 울려도 깜짝 놀랄 정도로 신경이 곤두서 있어.,,
불안,초조,왜 이렇게 일이 지연되는 거야? 속이 타들어 간다.,,
불안,초조,이젠 아무것도 손에 잡히지 않아. 집중할 수가 없어.,,
불안,초조,빨리 다음 단계로 넘어가고 싶은데 마음대로 안 돼.,,
불안,초조,발을 동동 구르는 나를 보니 얼마나 급한지 알겠지?,,
불안,초조,이대로 시간이 멈춰버릴까 봐 두려워.,,
불안,초조,내일 있을 일 때문에 오늘을 제대로 보낼 수가 없어.,,
불안,초조,무슨 소리라도 들릴까 봐 자꾸 귀를 기울이게 돼.,,
불안,초조,이젠 내가 뭘 해야 할지 순서를 잊어버릴 정도야.,,
불안,초조,내 마음이 시계 초침처럼 빠르게 움직이는 것 같아.,,
불안,초조,내일 아침까지 이 기분으로 어떻게 버텨야 할까?,,
불안,초조,괜히 왔다 갔다 하면서 신경만 긁는 것 같아.,,
불안,초조,모든 것이 빨리 끝났으면 좋겠다는 생각뿐이야.,,
불안,초조,빨리 나에게 확신을 줄 뭔가가 나타나야 할 텐데.,,
불안,초조,머릿속이 너무 복잡해서 한숨만 계속 나와.,,
불안,초조,이 지루한 기다림이 나를 미치게 만들고 있어.,,
불안,초조,지금 바로 이 순간 해결해야 할 것 같은 압박감이 들어.,,
불안,초조,손가락을 꼼지락거리는 나를 보니 정말 급한가 봐.,,
불안,초조,일이 조금이라도 틀어질까 봐 좌불안석이야.,,
불안,초조,내가 지금 헛된 기대를 하고 있는 건 아닐까 두려워.,,
불안,초조,빨리 다음 단계를 위한 준비를 서둘러야 할 것 같아.,,
불안,초조,이젠 누가 나를 붙잡아줬으면 좋겠다는 생각까지 들어.,,
불안,초조,아무도 나에게 답을 주지 않으니 더 답답하다.,,
불안,초조,시계 바늘이 나를 향해 달려오는 것 같은 기분이야.,,
불안,초조,내가 지금 제대로 된 결정을 내리고 있는 건지 자신이 없어.,,
불안,초조,빨리 이 자리를 벗어나고 싶다는 생각뿐이야.,,
불안,초조,모든 것이 내 뜻대로 되지 않을까 봐 마음이 급해.,,
불안,초조,자꾸만 헛기침이 나와. 목이 타들어 가는 것 같아.,,
불안,초조,이 지연된 시간 때문에 모든 것이 엉망이 될 것 같아.,,
불안,초조,빨리 이 일을 끝내고 해방되고 싶다.,,
불안,초조,내일 결과를 받아들일 준비가 아직 안 된 것 같아.,,
불안,초조,괜히 주변 사람들에게 짜증만 내는 것 같아 미안해.,,
불안,초조,이젠 기다림의 한계를 넘어선 것 같아.,,
불안,초조,나에게 뭔가 말해주고 싶은데 말을 잇지 못하겠어.,,
불안,초조,이젠 누가 나에게 빨리 끝내라고 소리쳐줬으면 좋겠어.,,
불안,초조,내 마음이 풍선처럼 부풀어 터지기 직전이야.,,
불안,초조,빨리 이 어둠 속에서 벗어나고 싶다는 생각뿐이야.,,
불안,초조,시계 소리마저 나를 재촉하는 것처럼 들려.,,
불안,초조,내가 지금 이 순간을 낭비하고 있는 건 아닐까?,,
불안,초조,이 긴장감 때문에 속이 다 울렁거린다.,,
불안,초조,이젠 더 이상 남의 눈치를 볼 여유가 없어.,,
불안,초조,혹시 내가 이 일에 대해 너무 성급했던 건 아닐까?,,
불안,초조,이 답답함이 언제쯤 해소될지 모르겠어.,,
불안,초조,모든 것이 나에게 불리하게 돌아가고 있는 것 같아.,,
불안,초조,빨리 이 미스터리를 풀고 싶어 미치겠다.,,
불안,초조,내일 아침이 오는 게 무서워. 시간이 멈췄으면 좋겠어.,,
불안,초조,이젠 누가 나를 붙잡아주지 않으면 폭발할 것 같아.,,
불안,초조,괜히 자리를 뜨지 못하고 계속 서성이고 있어.,,
불안,초조,내일 일에 대한 부담감이 나를 짓누르는 것 같아.,,
불안,초조,이젠 내가 가진 모든 것을 쏟아부어야 할 것 같아.,,
불안,초조,빨리 이 답답한 상황을 끝낼 방법을 찾아야 해.,,
불안,초조,내 마음이 이렇게 시끄러워서 아무것도 들리지 않아.,,
불안,초조,이젠 내가 이 일을 감당할 수 있을지 자신이 없어.,,
불안,초조,자꾸만 물을 마시게 돼. 입이 바싹바싹 마른다.,,
불안,초조,이젠 내 모든 신경이 너에게만 집중되어 있어.,,
불안,초조,빨리 이 지옥 같은 기다림에서 벗어나고 싶어.,,
불안,초조,내가 뭘 잘못했는지 자꾸만 생각하게 돼.,,
불안,초조,이젠 어떤 것도 나에게 위안을 주지 못해.,,
불안,초조,빨리 이 문제의 실체를 확인해야만 해.,,
불안,초조,내일의 결과가 내 인생을 완전히 바꿔 놓을 것 같아.,,
불안,초조,이젠 더 이상 누구의 말도 귀에 들어오지 않아.,,
불안,초조,내가 이 상황을 너무 가볍게 본 건 아닌지 후회돼.,,
불안,초조,빨리 이 결정을 내리고 편안해지고 싶어.,,
불안,초조,내일 아침까지 어떻게 잠을 잘 수 있을지 모르겠어.,,
불안,초조,이젠 모든 것을 완벽하게 통제하고 싶은 마음뿐이야.,,
불안,초조,내가 지금 할 수 있는 게 아무것도 없다는 사실이 가장 답답해.,,
불안,초조,이젠 내 마음이 불안정해서 어떤 것도 예측할 수 없어.,,
불안,초조,빨리 이 일이 끝나고 나면 실컷 쉬고 싶어.,,
불안,초조,내일 있을 일 때문에 오늘을 망치고 있는 것 같아.,,
불안,초조,이젠 내가 가진 모든 것을 걸고 이 도전을 해야 해.,,
불안,초조,내가 지금 느끼는 이 감정이 너무 격렬해서 힘들어.,,
불안,초조,빨리 다음 단계를 밟아야 하는데 발이 떨어지질 않아.,,
불안,초조,이젠 내 인생에 더 이상 지연은 없을 거야.,,
불안,초조,내일의 결과가 나를 심판할 것 같다는 두려움이 들어.,,
불안,초조,이젠 모든 것이 너무나 불확실해서 견딜 수가 없어.,,
불안,초조,내가 지금 가장 중요한 것을 놓치고 있는 건 아닐까?,,
불안,초조,빨리 이 답답한 상황을 뒤집어엎고 싶어.,,
불안,초조,내일 아침이 오지 않았으면 좋겠다는 생각뿐이야.,,
불안,초조,이젠 내 모든 신경이 이 한 가지 일에 집중되어 있어.,,
불안,초조,내가 가진 모든 것을 쏟아붓고 나니 허탈해.,,
불안,초조,이 지루한 기다림이 나를 완전히 지치게 만들었어.,,
불안,초조,빨리 이 감옥 같은 상황에서 벗어나고 싶어.,,
불안,초조,내일 있을 일을 생각하면 온몸이 떨려.,,
불안,초조,이젠 모든 것이 빨리 끝났으면 좋겠다. 제발!,,
불안,공포,이젠 내가 뭘 해야 할지 완전히 통제 불능 상태야.,,
불안,공포,온몸에 털이 곤두서는 것 같아. 너무 무서워.,,
불안,공포,내 심장이 터질 것 같아. 이대로 죽을 것 같아.,,
불안,공포,숨 쉬는 법을 잊어버린 것처럼 숨이 막혀온다.,,
불안,공포,마치 거대한 어둠이 나를 집어삼키는 기분이야.,,
불안,공포,내가 이 상황을 끝낼 수 있는 힘이 없다는 게 가장 두려워.,,
불안,공포,당장이라도 도망치고 싶은데 발이 땅에 붙은 것 같아.,,
불안,공포,이 상황에서 벗어날 길이 전혀 보이지 않아 절망적이야.,,
불안,공포,누가 나를 지켜보고 있는 것 같아서 뒤를 돌아볼 수가 없어.,,
불안,공포,내가 예상했던 것보다 훨씬 끔찍한 일이 벌어지고 있어.,,
불안,공포,머릿속이 새하얗게 비어서 아무 생각도 할 수가 없어.,,
불안,공포,온몸이 떨려서 제대로 서 있을 수가 없어.,,
불안,공포,이 엄청난 압박감이 나를 질식시킬 것 같아.,,
불안,공포,꿈속에서 깨어나지 못하는 것처럼 현실 같지 않아.,,
불안,공포,내 주변의 모든 것이 나를 위협하는 것처럼 보여.,,
불안,공포,이젠 아무도 나를 구원해주지 않을 것 같다는 생각뿐이야.,,
불안,공포,눈을 감으면 더 무서운 장면이 떠오를 것 같아.,,
불안,공포,아무리 소리쳐도 내 목소리가 들리지 않는 것 같아.,,
불안,공포,이젠 내가 뭘 해야 할지 순서를 완전히 잊어버렸어.,,
불안,공포,내 몸이 얼어붙은 것처럼 움직이지 않아.,,
불안,공포,이 극한의 상황에서 벗어날 수 있을지 자신이 없어.,,
불안,공포,나를 쫓아오는 무언가가 있는 것 같아 뒤를 볼 수가 없어.,,
불안,공포,이젠 이 모든 것을 감당할 자신이 없어.,,
불안,공포,내가 지금 겪고 있는 이 고통이 끝이 없을 것 같아.,,
불안,공포,내 정신이 완전히 나가버릴 것 같은 끔찍한 기분이야.,,
불안,공포,이젠 나 혼자 이 어둠 속에서 영원히 갇힐 것 같아.,,
불안,공포,모든 것이 나를 향해 무너져 내리는 것 같아.,,
불안,공포,이젠 아무도 나를 도와주러 오지 않을 것 같아.,,
불안,공포,내가 이 상황을 악화시킨 건 아닌지 두려움에 떨고 있어.,,
불안,공포,이젠 내 심장이 뛰는 소리조차 나에게는 위협이야.,,
불안,공포,마치 악몽 속을 헤매는 것처럼 현실과 구분이 안 돼.,,
불안,공포,이젠 내가 가진 모든 것을 포기하고 싶은 심정이야.,,
불안,공포,이 압도적인 무력감이 나를 완전히 지배했어.,,
불안,공포,내가 지금 이 자리에서 사라져 버렸으면 좋겠어.,,
불안,공포,내일 아침이 오는 게 가장 두려운 일이야.,,
불안,공포,이젠 내가 가진 모든 희망이 사라진 것 같아.,,
불안,공포,내 주변의 모든 사람들이 나를 비웃는 것 같아.,,
불안,공포,이 극심한 스트레스 때문에 몸이 망가질 것 같아.,,
불안,공포,이젠 더 이상 이 고통을 참을 수가 없어.,,
불안,공포,내가 가진 모든 것이 무의미하게 느껴져.,,
불안,공포,이젠 내 인생이 완전히 망가질 것 같다는 생각뿐이야.,,
불안,공포,이 상황이 꿈이기를 간절히 바라지만 현실인 것 같아.,,
불안,공포,내 눈앞에 펼쳐진 현실이 너무나 끔찍해.,,
불안,공포,이젠 내가 뭘 해야 할지 방향을 잃어버렸어.,,
불안,공포,온몸에 소름이 돋아서 피부가 따끔거려.,,
불안,공포,마치 거대한 괴물이 나를 쫓아오는 것 같아.,,
불안,공포,이젠 내 모든 감각이 마비된 것 같아.,,
불안,공포,내가 지금 이 자리에서 쓰러질 것 같아.,,
불안,공포,이 상황이 나에게 영원한 트라우마를 남길 것 같아.,,
불안,공포,이젠 누구도 나에게 이 상황을 설명해줄 수 없어.,,
불안,공포,내가 가진 모든 논리가 이 상황 앞에서 무너져.,,
불안,공포,이젠 내가 이 세상에서 가장 불쌍한 사람 같아.,,
불안,공포,내 숨이 턱 막혀서 아무 말도 할 수가 없어.,,
불안,공포,이젠 내 모든 에너지가 다 소진된 것 같아.,,
불안,공포,내가 이 끔찍한 상황을 자초한 건 아닌지 후회돼.,,
불안,공포,이젠 내 삶의 모든 것이 위협받는 것 같아.,,
불안,공포,마치 차가운 물속에 빠진 것처럼 온몸이 떨려.,,
불안,공포,이젠 내가 가진 모든 것을 잃어도 괜찮을 것 같아.,,
불안,공포,내가 지금 이 순간을 영원히 벗어날 수 없을 것 같아.,,
불안,공포,이 압도적인 두려움 때문에 정신을 놓을 것 같아.,,
불안,공포,이젠 아무도 나의 고통을 이해해주지 않을 것 같아.,,
불안,공포,내가 가진 모든 것이 산산조각 나는 기분이야.,,
불안,공포,이젠 내 미래가 완전히 암흑 속에 갇힌 것 같아.,,
불안,공포,이 상황에서 벗어날 유일한 방법은 죽음뿐일 것 같아.,,
불안,공포,내 눈앞에 펼쳐진 현실이 너무나 충격적이야.,,
불안,공포,이젠 내가 가진 모든 것이 거짓이었던 것 같아.,,
불안,공포,마치 감옥에 갇힌 것처럼 자유를 잃었어.,,
불안,공포,이젠 내 마음속에 평화가 영원히 사라진 것 같아.,,
불안,공포,내가 이 상황을 통제할 수 없다는 사실이 가장 무서워.,,
불안,공포,이젠 모든 것이 나에게 적대적인 것처럼 느껴져.,,
불안,공포,내 삶의 모든 부분이 위태롭게 흔들리고 있어.,,
불안,공포,내가 가진 모든 것을 걸고 도망치고 싶어.,,
불안,공포,이젠 내 주변의 모든 것이 나를 공격하는 것 같아.,,
불안,공포,내가 이 상황에서 생존할 수 있을지 자신이 없어.,,
불안,공포,이젠 아무도 나에게 희망을 주지 않을 것 같아.,,
불안,공포,내가 가진 모든 것이 물거품처럼 사라지고 있어.,,
불안,공포,이젠 내 삶의 목적과 의미를 완전히 잃어버렸어.,,
불안,공포,이 끔찍한 상황에서 벗어날 방법을 도저히 찾을 수가 없어.,,
불안,공포,내 모든 신경이 극도로 예민해져서 미치겠어.,,
불안,공포,이젠 내가 가진 모든 것을 버리고 떠나고 싶어.,,
불안,공포,내가 이 고통을 혼자서 감당해야 한다는 사실이 무서워.,,
불안,공포,이젠 내 주변의 모든 소리가 나에게는 비명처럼 들려.,,
불안,공포,내가 가진 모든 용기가 이 순간 완전히 사라졌어.,,
불안,공포,이젠 내 삶의 모든 것이 절망으로 가득 찼어.,,
불안,공포,이 상황이 나에게 영원히 잊히지 않을 악몽이 될 거야.,,
불안,공포,내가 가진 모든 것을 걸고 이 순간을 끝내고 싶어.,,
