불안,불균형,이젠 내 주변의 모든 상황이 나에게 혼란을 주고 있어.
불안,불균형,내가 가진 모든 것이 헛된 노력일까 봐 무서워.
불안,불균형,나는 늘 내가 가진 모든 것을 숨기고 싶어서 침묵해.
불안,불균형,이젠 내 삶의 모든 부분이 다 정지된 것 같아.
불안,불균형,이젠 내 주변의 모든 것이 나를 옥죄는 것 같아.
불안,불균형,내가 가진 모든 것이 나에게는 족쇄처럼 느껴져.
불안,불균형,나는 늘 내가 가진 모든 것을 내려놓고 싶어.
불안,불균형,이젠 내 삶의 모든 것이 미로처럼 복잡해.
불안,불균형,내가 가진 모든 것이 나에게 해를 끼칠까 봐 두려워.
불안,불균형,나는 늘 내가 가진 모든 것에 대해 후회할까 봐 두려워.
불안,불균형,이젠 내 주변의 모든 것이 나에게 적대적인 것처럼 느껴져.
불안,불균형,이젠 내 마음이 너무 약해져서 아무것도 할 수가 없어.
불안,불균형,내가 가진 모든 것이 나에게는 큰 부담이야.
불안,불균형,나는 늘 내가 가진 모든 것을 내려놓고 도망치고 싶어.
불안,불균형,이젠 내 삶의 모든 것이 불확실한 운명에 맡겨진 것 같아.
불안,불균형,이젠 내 주변의 모든 것이 나를 압박하는 것 같아.
불안,불균형,내가 가진 모든 것이 나에게는 큰 질문이야.

대표감정,세부감정,대화
스트레스,피로,요즘은 잠을 자도 피로가 안 풀려.
스트레스,피로,눈을 떠도 몸이 여전히 무겁다.
스트레스,피로,하루 종일 앉아 있었는데 더 피곤해.
스트레스,피로,자고 일어났는데도 피곤이 쌓여 있어.
스트레스,피로,몸이 축 처져서 아무것도 하기 싫어.
스트레스,피로,쉬고 싶은데 쉴 틈이 없어.
스트레스,피로,하루가 너무 길게 느껴져서 지친다.
스트레스,피로,커피를 마셔도 잠이 쏟아져.
스트레스,피로,눈은 떠 있는데 머리가 멍해.
스트레스,피로,몸이 천근만근이야.
스트레스,피로,기운이 바닥나서 일어나기가 힘들다.
스트레스,피로,오늘은 진짜 에너지가 하나도 없어.
스트레스,피로,몸이 무거워서 움직이기가 귀찮아.
스트레스,피로,하루 종일 피곤이 가시질 않아.
스트레스,피로,주말이 와도 피로가 누적된 느낌이야.
스트레스,피로,자도 자도 피곤하다는 말밖에 안 나와.
스트레스,피로,몸이 늘 피곤해서 집중이 안 돼.
스트레스,피로,눈이 자꾸 감겨서 아무 일도 못 하겠어.
스트레스,피로,하루가 끝나면 완전히 방전된 느낌이야.
스트레스,피로,조금만 움직여도 피로가 확 몰려와.
스트레스,피로,요즘은 그냥 늘 피곤한 상태야.
스트레스,피로,출근만 해도 기운이 다 빠지는 기분이야.
스트레스,피로,몸도 마음도 축 처졌어.
스트레스,피로,쉬어도 쉰 것 같지가 않아.
스트레스,피로,매일 아침 눈 뜨기가 너무 힘들어.
스트레스,피로,일어나자마자 피곤하다는 생각부터 들어.
스트레스,피로,주말에도 피로가 풀리지 않아.
스트레스,피로,피로가 누적돼서 머리가 멍해.
스트레스,피로,뭘 해도 기운이 없고 늘 늘어져 있어.
스트레스,피로,하루 종일 집중이 안 될 정도로 피곤해.
스트레스,피로,요즘은 피로가 생활이 된 기분이야.
스트레스,피로,자꾸 하품이 나와서 일하기 힘들다.
스트레스,피로,앉아만 있어도 피로감이 몰려와.
스트레스,피로,몸이 무겁고 머리도 무겁다.
스트레스,피로,피로가 쌓여서 아무 의욕도 안 생겨.
스트레스,피로,요즘은 늘 피곤해서 말수가 줄었어.
스트레스,피로,하루 종일 졸려서 눈이 감긴다.
스트레스,피로,몸이 힘들어서 누워 있고만 싶어.
스트레스,피로,아무것도 안 했는데도 피곤하다.
스트레스,피로,지치지도 않고 계속 피로한 게 신기해.
스트레스,피로,피곤해서 아무 생각도 하기 싫어.
스트레스,피로,몸이 버티질 못하는 느낌이야.
스트레스,피로,잠을 자도 회복이 안 돼.
스트레스,피로,눈 밑이 계속 떨릴 정도로 피로해.
스트레스,피로,피로가 쌓여서 눈이 따갑다.
스트레스,피로,요즘은 그냥 피로에 익숙해진 느낌이야.
스트레스,피로,피로가 누적돼서 온몸이 뻐근하다.
스트레스,피로,조금만 움직여도 숨이 차.
스트레스,피로,하루 종일 몸이 무겁게 느껴져.
스트레스,피로,기운이 없어서 아무것도 하기 싫다.
스트레스,피로,요즘은 피곤해서 웃을 힘도 없어.
스트레스,피로,몸이 늘 긴장돼 있어서 피로가 안 풀린다.
스트레스,피로,자꾸 어깨가 뭉쳐서 더 피곤해.
스트레스,피로,하루를 버티는 게 너무 벅차.
스트레스,피로,피로가 쌓여서 아침이 제일 힘들어.
스트레스,피로,몸이 쉬라고 신호를 보내는 것 같아.
스트레스,피로,너무 피곤해서 가만히 있고 싶어.
스트레스,피로,일을 해도 집중이 안 될 정도로 피로해.
스트레스,피로,피로감이 누적돼서 자꾸 멍해져.
스트레스,피로,요즘은 피곤하다는 말밖에 안 해.
스트레스,피로,몸이 무겁고 머리도 아프다.
스트레스,피로,계속 졸려서 일에 집중이 안 돼.
스트레스,피로,자도 자도 피로가 풀리지 않아.
스트레스,피로,하루를 마치면 완전히 방전된 느낌이야.
스트레스,피로,기운이 다 빠져서 아무것도 하기 싫어.
스트레스,피로,몸이 늘 피로해서 기분까지 처져.
스트레스,피로,피곤하다는 말이 입버릇이 됐어.
스트레스,피로,쉬는 날에도 피로가 사라지지 않아.
스트레스,피로,피로감이 누적돼서 아무 일도 하기 싫어.
스트레스,피로,하루가 끝날 때마다 녹초가 돼.
스트레스,피로,몸이 너무 피곤해서 누워만 있고 싶다.
스트레스,피로,이유 없이 계속 피곤해.
스트레스,피로,몸에 힘이 안 들어가.
스트레스,피로,하루를 시작하기가 너무 벅차.
스트레스,피로,하루 종일 피곤해서 아무 말도 하기 싫어.
스트레스,피로,쉬어도 피로가 풀리지 않아 답답해.
스트레스,피로,몸이 항상 무거워서 짜증나진 않지만 힘들어.
스트레스,피로,요즘은 늘 피로가 쌓인 상태로 살아.
스트레스,피로,눈이 뻑뻑하고 머리가 멍하다.
스트레스,피로,하루 종일 피곤해서 아무 일도 손에 안 잡혀.
스트레스,피로,피곤해서 그냥 멍하니 앉아 있었어.
스트레스,피로,요즘은 피로가 일상이 된 느낌이야.
스트레스,피로,몸이 축 늘어져서 의자에 붙어있다.
스트레스,피로,하루 종일 피곤하니까 의욕도 사라진다.
스트레스,피로,기운이 빠져서 아무 일도 하고 싶지 않아.
스트레스,피로,아무 이유 없이 피로감이 밀려와.
스트레스,피로,몸이 늘 피로해서 웃는 것도 힘들다.
스트레스,피로,피로가 누적돼서 몸이 무겁다.
스트레스,피로,하루가 끝나면 그냥 쓰러지고 싶어.
스트레스,피로,쉬는 게 쉬는 게 아니야 요즘은.
스트레스,피로,계속 피로한 게 익숙해져서 무서워.
스트레스,피로,몸이 늘 긴장돼서 피로가 쌓인다.
스트레스,피로,잠을 자도 다음 날이 더 피곤해.
스트레스,피로,피곤해서 아무 감정도 안 든다.
스트레스,피로,요즘은 숨 쉬는 것도 힘들 만큼 피곤해.
스트레스,피로,몸이 무거워서 하루 종일 늘어져 있었어.
스트레스,피로,피곤해서 대화조차 귀찮아.
스트레스,피로,몸에 피로가 가득 쌓인 느낌이야.
스트레스,피로,피로가 쌓이니까 점점 무기력해져.
스트레스,피로,하루를 버티는 것 자체가 피곤하다.
스트레스,피로,요즘은 피로가 기본 세팅이야.
스트레스,피로,피로가 쌓여서 눈이 자꾸 감긴다.
스트레스,피로,조금만 걸어도 피로가 몰려와.
스트레스,피로,피곤해서 아무 생각도 안 들어.
스트레스,피로,하루 종일 피곤이 가시질 않아.
스트레스,피로,몸이 늘 피로하니까 웃음도 줄었어.
스트레스,피로,요즘은 늘 피곤해서 말수가 줄었어.

대표감정,세부감정,대화
스트레스,압박,해야 할 일이 너무 많아서 숨이 막혀.
스트레스,압박,머릿속이 일 생각으로 가득 차 있어.
스트레스,압박,하루가 버거울 정도로 부담이 느껴져.
스트레스,압박,조금만 늦어도 불안해서 집중이 안 돼.
스트레스,압박,일이 밀릴까 봐 마음이 조급해.
스트레스,압박,다 끝내야 한다는 생각에 머리가 꽉 막혀.
스트레스,압박,누가 시키지 않아도 스스로 압박을 느껴.
스트레스,압박,완벽하게 해야 할 것 같아서 마음이 무거워.
스트레스,압박,조금만 실수해도 불안이 몰려와.
스트레스,압박,시간에 쫓기니까 여유가 전혀 없어.
스트레스,압박,일이 손에 안 잡히는데 마음만 급해.
스트레스,압박,해야 할 일 생각만 해도 어깨가 무거워.
스트레스,압박,아무도 뭐라 안 했는데 괜히 불안해.
스트레스,압박,하루 종일 긴장한 채로 버티고 있어.
스트레스,압박,할 일이 너무 많아서 머리가 복잡해.
스트레스,압박,시간이 모자라서 늘 쫓기는 기분이야.
스트레스,압박,완벽해야 한다는 부담감이 너무 커.
스트레스,압박,일정을 보니까 한숨이 절로 나와.
스트레스,압박,휴식이 필요한데 멈추면 안 될 것 같아.
스트레스,압박,다른 사람들보다 뒤처질까 봐 불안해.
스트레스,압박,계속 해야 한다는 생각이 머릿속을 떠나지 않아.
스트레스,압박,쉴 틈도 없이 마음이 바쁘다.
스트레스,압박,해야 할 일 생각만 해도 피곤해.
스트레스,압박,일정을 보자마자 머리가 지끈거려.
스트레스,압박,모든 걸 책임져야 한다는 생각이 힘들어.
스트레스,압박,계속 긴장된 상태로 하루를 버티고 있어.
스트레스,압박,일이 끝나도 마음이 놓이지 않아.
스트레스,압박,시간이 부족해서 마음이 급하다.
스트레스,압박,쉬고 있어도 마음이 편하지 않아.
스트레스,압박,해야 할 일들이 머릿속을 맴돌아.
스트레스,압박,잠들기 전에도 할 일 생각뿐이야.
스트레스,압박,하루가 너무 빠르게 지나가서 조급해.
스트레스,압박,작은 실수도 크게 느껴져서 불안해.
스트레스,압박,여유를 갖고 싶은데 그럴 시간이 없어.
스트레스,압박,아무도 재촉하지 않는데 스스로 쫓기고 있어.
스트레스,압박,계속 뭔가 해야 할 것 같은 압박감이 있어.
스트레스,압박,계획이 조금만 어긋나도 신경이 곤두서.
스트레스,압박,완벽하지 않으면 안 될 것 같아.
스트레스,압박,일정이 꽉 차 있어서 답답해.
스트레스,압박,잠깐의 틈도 없이 바쁜 하루야.
스트레스,압박,시간이 너무 빨리 가서 초조해.
스트레스,압박,내가 아니면 안 될 것 같은 압박이 있어.
스트레스,압박,조용한 시간에도 마음은 바쁘게 움직여.
스트레스,압박,마음이 늘 긴장 상태라 편히 쉴 수가 없어.
스트레스,압박,이 일을 제때 끝낼 수 있을지 걱정돼.
스트레스,압박,계속 해야 할 일만 떠올라서 머리가 아파.
스트레스,압박,일정이 빡빡해서 여유가 전혀 없어.
스트레스,압박,생각이 너무 많아서 머리가 복잡해.
스트레스,압박,일이 쌓여서 마음이 눌리는 기분이야.
스트레스,압박,다 끝내야 한다는 압박이 너무 크다.
스트레스,압박,스스로에게 너무 많은 기대를 하고 있어.
스트레스,압박,마음이 늘 무겁게 짓눌린 기분이야.
스트레스,압박,조금만 늦어도 큰일 날 것 같아.
스트레스,압박,계속 긴장해서 어깨가 딱딱하게 굳었어.
스트레스,압박,일을 미루면 안 된다는 생각에 쫓겨.
스트레스,압박,항상 뭔가를 해야 한다는 부담이 있어.
스트레스,압박,쉴 때도 마음이 불편해.
스트레스,압박,마감 생각만 하면 심장이 쿵 내려앉아.
스트레스,압박,자꾸 시계를 보게 돼.
스트레스,압박,조금이라도 쉬면 불안해져.
스트레스,압박,계속 뭔가 부족하다는 느낌이 들어.
스트레스,압박,머릿속이 해야 할 일로 가득 차서 답답해.
스트레스,압박,일이 많아서 자꾸 한숨이 나온다.
스트레스,압박,쉬어도 머릿속은 계속 돌아가.
스트레스,압박,하루 종일 긴장돼서 어깨가 무겁다.
스트레스,압박,일이 손에 안 잡히는데 시간은 자꾸 가.
스트레스,압박,아무것도 안 해도 죄책감이 들어.
스트레스,압박,이걸 끝내야 다음으로 넘어갈 수 있을 것 같아.
스트레스,압박,잠시 쉬면 뒤처질 것 같은 불안이 있어.
스트레스,압박,항상 시간과 싸우는 기분이야.
스트레스,압박,조금만 늦어도 누군가 실망할까 걱정돼.
스트레스,압박,해야 할 일이 머릿속에서 떠나질 않아.
스트레스,압박,마음이 늘 긴장된 채로 하루를 보낸다.
스트레스,압박,작은 일에도 예민하게 반응하게 돼.
스트레스,압박,시간이 부족하다는 생각이 머릿속을 떠나질 않아.
스트레스,압박,조금이라도 완벽하지 않으면 마음이 불안해.
스트레스,압박,끝이 안 보이는 일정에 눌린 느낌이야.
스트레스,압박,일이 쌓여서 정신이 하나도 없어.
스트레스,압박,아무리 해도 끝이 안 보여서 조급해.
스트레스,압박,계속 머릿속이 복잡하게 돌아가고 있어.
스트레스,압박,쉬는 시간에도 마음이 편하지 않아.
스트레스,압박,조용히 있고 싶은데 생각이 멈추질 않아.
스트레스,압박,계획이 어긋날까 봐 계속 신경이 쓰여.
스트레스,압박,계속 무언가를 해야 할 것 같아.
스트레스,압박,일정표만 봐도 긴장감이 올라와.
스트레스,압박,작은 일도 무겁게 느껴질 때가 많아.
스트레스,압박,다 끝내야만 편해질 것 같은 압박감이 있어.
스트레스,압박,이젠 긴장이 일상이 된 느낌이야.
스트레스,압박,일이 많아서 마음이 쉬지를 못해.
스트레스,압박,내가 맡은 일에 대한 부담이 너무 커.
스트레스,압박,쉬는 중에도 머릿속이 바쁘게 돌아가.
스트레스,압박,해야 할 일들이 줄줄이 이어져 있어서 벅차.
스트레스,압박,조금만 늦으면 모든 게 무너질 것 같아.
스트레스,압박,일을 미루면 더 큰일 날 것 같아.
스트레스,압박,책임감 때문에 스스로를 계속 몰아붙이고 있어.
스트레스,압박,쉬고 싶어도 마음이 허락하지 않아.
스트레스,압박,조금의 여유도 사치처럼 느껴져.
스트레스,압박,계속 뭔가를 놓칠까 봐 신경이 곤두서.
스트레스,압박,내가 완벽하지 않으면 안 될 것 같아.
스트레스,압박,계속 압박감 속에서 하루를 버티고 있어.

대표감정,세부감정,대화
스트레스,분주,아침부터 정신없이 움직였더니 하루가 훅 갔어.
스트레스,분주,일이 너무 많아서 밥 먹을 시간도 없었어.
스트레스,분주,머릿속이 해야 할 일로 가득 차 있어.
스트레스,분주,손이 열 개라도 모자랄 것 같아.
스트레스,분주,계속 뭔가 하다 보니까 하루가 순식간이야.
스트레스,분주,정신 차려보니 벌써 밤이야.
스트레스,분주,할 일이 너무 많아서 숨 돌릴 틈이 없어.
스트레스,분주,일을 끝내기도 전에 새로운 일이 또 들어왔어.
스트레스,분주,계속 바쁘게 움직이느라 시간 가는 줄 몰랐어.
스트레스,분주,앉을 틈도 없이 하루 종일 뛰어다녔어.
스트레스,분주,하루 종일 정신이 하나도 없었어.
스트레스,분주,일정이 꽉 차 있어서 한숨 쉴 틈이 없어.
스트레스,분주,머릿속이 복잡할 정도로 일이 많아.
스트레스,분주,오늘은 진짜 쉴 새 없이 움직였어.
스트레스,분주,손을 멈출 새가 없어서 식사도 대충했어.
스트레스,분주,해야 할 일들이 줄줄이 이어져 있어.
스트레스,분주,시간이 너무 빨리 지나가서 놀랐어.
스트레스,분주,일정이 겹쳐서 머리가 복잡해.
스트레스,분주,하루 종일 뛰어다니느라 다리가 풀렸어.
스트레스,분주,계속 바쁘게 움직이니까 피로가 쌓여.
스트레스,분주,하루가 어떻게 지나갔는지 모르겠어.
스트레스,분주,일이 많아서 커피로 버티고 있어.
스트레스,분주,한 가지 끝나기도 전에 또 새로운 일이 생겨.
스트레스,분주,계속 분주하게 움직이느라 정신이 없어.
스트레스,분주,손을 놓을 수가 없을 만큼 일이 많아.
스트레스,분주,스케줄이 너무 빡빡해서 숨이 차.
스트레스,분주,오늘은 유난히 바쁘고 정신없었어.
스트레스,분주,일정이 밀려서 점심도 못 먹었어.
스트레스,분주,일을 해도 해도 끝이 안 보여.
스트레스,분주,정신없이 움직이다가 하루가 끝났어.
스트레스,분주,바쁘게 뛰어다녔더니 다리가 후들거려.
스트레스,분주,해야 할 일이 쌓여 있어서 머리가 아파.
스트레스,분주,하루 종일 전화를 붙잡고 있었어.
스트레스,분주,머릿속이 일로만 가득해.
스트레스,분주,바쁘게 움직이다 보니 피곤이 몰려와.
스트레스,분주,일정이 많아서 숨 돌릴 틈이 없어.
스트레스,분주,일이 계속 몰려와서 정신이 없다.
스트레스,분주,일을 처리해도 끝이 안 보여.
스트레스,분주,오늘은 하루 종일 뛰어다닌 기분이야.
스트레스,분주,손이 모자라서 일 처리가 밀려.
스트레스,분주,정신이 없어서 밥 먹는 것도 깜빡했어.
스트레스,분주,할 일이 너무 많아서 머리가 터질 것 같아.
스트레스,분주,일정이 너무 많아서 하루가 짧게 느껴져.
스트레스,분주,정신없이 일하다 보니 벌써 밤이야.
스트레스,분주,일이 꼬리에 꼬리를 물고 이어져.
스트레스,분주,쉴 틈이 없어서 숨이 막혀.
스트레스,분주,바쁘게 움직이느라 시간 가는 줄 몰랐어.
스트레스,분주,할 일이 너무 많아서 머릿속이 복잡해.
스트레스,분주,오늘 하루는 그야말로 정신없는 날이었어.
스트레스,분주,손을 놓는 순간 일이 쌓여버려.
스트레스,분주,일을 처리하면서 동시에 또 다른 일이 생겨.
스트레스,분주,하루 종일 정신이 분주했어.
스트레스,분주,일이 많아서 점심도 건너뛰었어.
스트레스,분주,끝이 안 보이게 일이 쌓여 있어.
스트레스,분주,일정이 너무 빡빡해서 쉬는 시간이 없어.
스트레스,분주,계속 전화를 받느라 정신이 없었어.
스트레스,분주,일이 끊임없이 밀려와서 답답해.
스트레스,분주,하루 종일 뛰어다녔더니 다리가 아파.
스트레스,분주,정신없이 일하다 보니 하루가 순식간이야.
스트레스,분주,일을 처리할 틈도 없이 새로운 일이 와.
스트레스,분주,하루 종일 시계만 보면서 일했어.
스트레스,분주,머릿속이 복잡해서 아무 생각도 안 나.
스트레스,분주,시간이 너무 부족해서 조급해.
스트레스,분주,계속 일이 들어와서 멈출 수가 없어.
스트레스,분주,바쁘게 움직이느라 제대로 쉬지도 못했어.
스트레스,분주,일을 하다 보니 정신이 산만해져.
스트레스,분주,하루 종일 뭔가에 쫓기듯 움직였어.
스트레스,분주,바쁘게 일하다 보니 점심도 까먹었어.
스트레스,분주,정신이 없어서 시간 감각이 사라졌어.
스트레스,분주,일이 많아서 한숨 쉴 틈도 없어.
스트레스,분주,계속 일 얘기만 하다 하루가 끝났어.
스트레스,분주,하루 종일 뛰어다니느라 피곤이 몰려와.
스트레스,분주,일정이 빡빡해서 마음의 여유가 없어.
스트레스,분주,정신없이 일하느라 하루가 금방이야.
스트레스,분주,오늘은 정말 눈코 뜰 새 없이 바빴어.
스트레스,분주,계속 바쁘니까 머리가 하얘진 느낌이야.
스트레스,분주,일이 너무 많아서 손이 모자라.
스트레스,분주,정신없이 움직이느라 물도 못 마셨어.
스트레스,분주,하루 종일 집중할 틈이 없었어.
스트레스,분주,일이 쌓여서 손이 쉴 틈이 없어.
스트레스,분주,정신없이 하루를 보내니까 피로가 몰려와.
스트레스,분주,끝이 안 보이게 일이 쌓여서 답답해.
스트레스,분주,일을 다 해도 계속 새로운 게 생겨.
스트레스,분주,일정이 꽉 차서 오늘은 완전히 녹초야.
스트레스,분주,머릿속이 복잡해서 쉬고 싶어도 못 쉬겠어.
스트레스,분주,하루 종일 긴장된 상태로 일했어.
스트레스,분주,할 일이 밀려 있어서 마음이 급해.
스트레스,분주,바쁘게 움직이다 보니 시간 감각이 사라졌어.
스트레스,분주,하루 종일 일 얘기만 했던 것 같아.
스트레스,분주,일을 다 끝내도 머릿속은 여전히 복잡해.
스트레스,분주,오늘은 진짜 쉴 새가 없었어.
스트레스,분주,정신이 없으니까 피곤이 더 빨리 와.
스트레스,분주,계속 일 얘기만 하다 보니 하루가 훅 갔어.
스트레스,분주,바쁘게 움직였는데도 할 일이 남아 있어.
스트레스,분주,하루 종일 일만 하다 보니 머리가 띵해.
스트레스,분주,일정이 꼬여서 머릿속이 뒤죽박죽이야.
스트레스,분주,정신없이 움직이다 보니 밥 먹는 것도 잊었어.
스트레스,분주,오늘 하루는 정말 쉴 새 없이 돌아갔어.
스트레스,분주,계속 바쁘게 움직이니까 피로가 누적돼.
스트레스,분주,해야 할 일이 너무 많아서 머릿속이 복잡해.
스트레스,분주,하루가 너무 빨리 지나가서 아쉬워.
스트레스,분주,바쁘게 지냈는데도 해야 할 게 남아 있어.
스트레스,분주,정신없이 일하다 보니 하루가 사라졌어.
스트레스,분주,일이 많아서 생각할 여유도 없어.

대표감정,세부감정,대화
스트레스,부담,해야 할 일이 너무 많아서 머리가 복잡해.
스트레스,부담,누구한테 기대지도 못하고 혼자 감당하고 있어.
스트레스,부담,기대에 부응해야 한다는 생각이 무겁게 눌러.
스트레스,부담,다들 날 믿고 있어서 실망시키면 안 될 것 같아.
스트레스,부담,책임이 커질수록 마음이 더 무거워져.
스트레스,부담,조금이라도 틀리면 안 될 것 같은 느낌이야.
스트레스,부담,내가 잘해야 다들 편할 것 같아서 더 신경 쓰여.
스트레스,부담,작은 일도 실수하면 안 될 것 같아 긴장돼.
스트레스,부담,내가 중심을 잡아야 한다는 생각이 늘 있어.
스트레스,부담,누구보다 잘해야 한다는 생각이 날 짓눌러.
스트레스,부담,스스로에게 너무 많은 책임을 주는 것 같아.
스트레스,부담,내가 이걸 다 감당할 수 있을까 싶어.
스트레스,부담,누구한테도 티 못 내고 혼자 버티고 있어.
스트레스,부담,다들 나만 믿고 있어서 무게가 느껴져.
스트레스,부담,이 일을 제대로 끝내야 한다는 생각뿐이야.
스트레스,부담,내가 맡은 부분이 크니까 부담이 커.
스트레스,부담,기대가 높을수록 더 긴장돼.
스트레스,부담,작은 일에도 마음이 무거워져.
스트레스,부담,다들 잘하니까 나도 잘해야 할 것 같아.
스트레스,부담,실수하면 안 된다는 생각이 머릿속을 떠나질 않아.
스트레스,부담,조용히 있어도 마음은 늘 무겁다.
스트레스,부담,누가 도와주지 않아도 혼자 해내야 할 것 같아.
스트레스,부담,내가 중심이 된다는 게 부담스러워.
스트레스,부담,일이 많을수록 책임감이 더 커지는 기분이야.
스트레스,부담,다른 사람들에게 피해 주기 싫어서 더 조심해.
스트레스,부담,긴장을 풀 수가 없어 항상 조심하게 돼.
스트레스,부담,완벽하게 해야 한다는 생각이 머릿속을 맴돌아.
스트레스,부담,나만큼은 실수하면 안 된다는 생각이 들어.
스트레스,부담,책임감이 무겁게 어깨를 누르는 기분이야.
스트레스,부담,다들 내게 의지하니까 더 신중해져.
스트레스,부담,내가 놓치면 다 망가질 것 같은 압박감이 있어.
스트레스,부담,이걸 끝내야 마음이 좀 놓일 것 같아.
스트레스,부담,실수 한 번이 크게 돌아올까 봐 긴장돼.
스트레스,부담,항상 긴장돼 있어서 마음이 편하지 않아.
스트레스,부담,조용히 웃고 있어도 속은 무겁다.
스트레스,부담,나 하나 잘못되면 팀이 흔들릴까 봐 불안해.
스트레스,부담,다른 사람 눈치보다 보니 나 자신이 지쳐.
스트레스,부담,그냥 내려놓고 싶은데 그럴 수가 없어.
스트레스,부담,기대에 맞춰야 한다는 생각이 머릿속을 떠나질 않아.
스트레스,부담,항상 신중하게 행동하려다 더 피곤해져.
스트레스,부담,내가 맡은 일이 생각보다 무거워.
스트레스,부담,실수 없이 하려니까 긴장감이 계속 유지돼.
스트레스,부담,결과가 좋지 않으면 다 내 탓 같아.
스트레스,부담,다들 나만 바라보는 게 부담스러워.
스트레스,부담,이 일을 끝내기 전까진 마음이 편해지지 않아.
스트레스,부담,누가 뭐라 하지 않아도 스스로 압박을 느껴.
스트레스,부담,모든 걸 완벽하게 해야 한다는 생각이 괴롭다.
스트레스,부담,내가 빠지면 일에 구멍이 날 것 같아.
스트레스,부담,누가 대신해줄 수도 없어서 더 힘들어.
스트레스,부담,스스로 기대가 높아서 늘 무겁다.
스트레스,부담,한 가지라도 놓치면 안 된다는 강박이 있어.
스트레스,부담,마음이 무거워서 쉬어도 쉰 느낌이 안 나.
스트레스,부담,조용한 시간에도 마음이 불편해.
스트레스,부담,작은 일 하나에도 긴장하게 돼.
스트레스,부담,조금이라도 실수하면 자꾸 생각나.
스트레스,부담,결과에 대한 부담이 너무 커서 집중이 안 돼.
스트레스,부담,해야 할 일 생각에 머리가 무겁다.
스트레스,부담,조금만 잘못돼도 나 때문일까 걱정돼.
스트레스,부담,다들 날 믿고 있어서 실망시키면 안 돼.
스트레스,부담,항상 긴장된 상태로 하루를 보내.
스트레스,부담,일이 많아질수록 부담도 커져.
스트레스,부담,다 끝내도 마음이 편해지지 않아.
스트레스,부담,누구에게도 쉽게 털어놓을 수가 없어.
스트레스,부담,결국 내가 해결해야 한다는 생각이 무겁다.
스트레스,부담,마음이 늘 조심스러워.
스트레스,부담,다른 사람 기대가 높을수록 더 힘들어.
스트레스,부담,자꾸만 스스로를 몰아붙이게 돼.
스트레스,부담,쉬고 있어도 마음 한켠이 불편해.
스트레스,부담,일이 늘어나면 어깨가 더 무거워져.
스트레스,부담,항상 완벽해야 한다는 생각이 날 짓눌러.
스트레스,부담,실패하면 안 된다는 압박감이 계속 있어.
스트레스,부담,하루를 버티는 게 버겁다.
스트레스,부담,다른 사람 기대를 생각하면 마음이 복잡해.
스트레스,부담,자꾸만 머릿속이 무거워진다.
스트레스,부담,일이 많을수록 마음이 눌리는 느낌이야.
스트레스,부담,항상 조심하려니까 피곤해.
스트레스,부담,책임감이 점점 부담으로 변하고 있어.
스트레스,부담,실수할까 봐 계속 긴장돼.
스트레스,부담,내가 중심을 잡아야 한다는 생각이 무겁다.
스트레스,부담,누구에게 도움을 청하기가 어렵다.
스트레스,부담,다들 잘하니까 나도 잘해야 할 것 같아.
스트레스,부담,조용히 버티는 게 요즘 일상이야.
스트레스,부담,내가 빠지면 안 된다는 생각에 긴장돼.
스트레스,부담,모든 걸 완벽하게 끝내고 싶다는 강박이 있어.
스트레스,부담,다 끝내도 마음이 편하지 않아.
스트레스,부담,스스로 너무 많은 짐을 짊어진 느낌이야.
스트레스,부담,누가 뭐라 하지 않아도 긴장이 돼.
스트레스,부담,쉬어도 마음이 편해지지 않아.
스트레스,부담,조용히 웃고 있어도 속은 무겁다.
스트레스,부담,일이 많을수록 내가 무겁게 느껴져.
스트레스,부담,누구에게도 쉽게 털어놓기 힘들어.
스트레스,부담,다른 사람 기대가 클수록 더 부담돼.
스트레스,부담,내가 놓치면 안 된다는 생각뿐이야.
스트레스,부담,항상 결과를 생각하니까 긴장이 풀리지 않아.
스트레스,부담,책임감이 무겁게 어깨를 누르고 있어.
스트레스,부담,모두를 위해 잘해야 한다는 생각이 날 짓눌러.
스트레스,부담,항상 신중하게 하려다 보니 피곤해.
스트레스,부담,결과가 좋지 않으면 다 내 탓 같아.
스트레스,부담,일을 끝내도 마음이 편하지 않아.
스트레스,부담,내가 완벽하지 않으면 안 될 것 같아.
스트레스,부담,모든 게 내 어깨 위에 있는 기분이야.
스트레스,부담,긴장을 놓을 수가 없어 계속 조심해.
스트레스,부담,다른 사람보다 더 잘해야 할 것 같은 압박이 있어.
스트레스,부담,오늘도 책임감이 나를 짓누른다.

대표감정,세부감정,대화
스트레스,무기력,할 일은 많은데 손이 안 움직여.
스트레스,무기력,일어나야 하는데 몸이 너무 무거워.
스트레스,무기력,해야겠다는 생각은 있는데 의지가 안 생겨.
스트레스,무기력,커피를 마셔도 피로가 가시질 않아.
스트레스,무기력,머리는 돌아가는데 몸이 따라주질 않아.
스트레스,무기력,하루 종일 앉아만 있었던 것 같아.
스트레스,무기력,아무것도 하기 싫은데 해야 하니까 힘들어.
스트레스,무기력,의욕이 바닥나서 집중이 전혀 안 돼.
스트레스,무기력,몸이 축 처져서 움직이기 싫어.
스트레스,무기력,해야 할 일만 봐도 피곤이 밀려와.
스트레스,무기력,쉬어도 개운하지가 않아.
